0|iata_code|1|city_rus|2|city_eng
TUP|TUP|Тупело|Тупело|Tupelo|Tupelo
TUQ|TUQ|Туган|Туган|Tougan|Tougan
TUR|TUR|||Tucurui|Tucurui
TUS|TUS|||Tucson, AZ|Tucson, AZ
TUT|TUT|Таута|Таута|Tauta|Tauta
TUU|TUU|Табук|Табук|Tabuk|Tabuk
TUV|TUV|Тукупита|Тукупита|Tucupita|Tucupita
TUW|TUW|Тубала|Тубала|Tubala|Tubala
TUX|TUX|||Tumbler Ridge|Tumbler Ridge
TUY|TUY|Тулум|Тулум|Tulum|Tulum
TUZ|TUZ|Тукума|Тукума|Tucuma|Tucuma
TVA|TVA|Морафенобе|Морафенобе|Morafenobe|Morafenobe
TVC|TVC|город Траверсе|город Траверсе|Traverse City|Traverse City
TVF|TVF|||Thief River Falls|Thief River Falls
TVI|TVI|||Thomasville|Thomasville
TVL|TVL|Южное Озеро Тахо|Южное Озеро Тахо|South Lake Tahoe|South Lake Tahoe
TVU|TVU|Тавеуни|Тавеуни|Taveuni|Taveuni
TVY|TVY|||Dawe|Dawe
TWA|TWA|||Twin Hills|Twin Hills
TWB|TWB|||Toowoomba|Toowoomba
TWD|TWD|||Port Townsend|Port Townsend
TWE|TWE|Тейлор|Тейлор|Taylor|Taylor
TWF|TWF|||Twin Falls, ID|Twin Falls, ID
TWH|TWH|||Catalina Island|Catalina Island
TWN|TWN|||Tewantin|Tewantin
TWP|TWP|||Torwood|Torwood
TWT|TWT|||Tawitawi|Tawitawi
TWU|TWU|||Tawau|Tawau
TWY|TWY|||Tawa|Tawa
TWZ|TWZ|Маунт Кук|Маунт Кук|Mount Cook|Mount Cook
TXF|TXF|||Teixeira de Freitas|Teixeira de Freitas
TXG|TXG|Тайчунг|Тайчунг|Taichung|Taichung
TXK|TXK|||Texarkana|Texarkana
TXL|TXL|Берлин|Берлин|Berlin|Berlin
TXM|TXM|Теминабуан|Теминабуан|Teminabuan|Teminabuan
TXN|TXN|Тунси|Тунси|Tunxi|Tunxi
TXR|TXR|Танбар|Танбар|Tanbar|Tanbar
TXU|TXU|||Tabou|Tabou
TYA|TYA|Тула|Тула|Tula|Tula
TYB|TYB|||Tibooburra|Tibooburra
TYD|TYD|Тында|Тында|Tynda|Tynda
TYE|TYE|||Tyonek|Tyonek
TYF|TYF|||Torsby|Torsby
TYG|TYG|||Thylungra|Thylungra
TYL|TYL|||Talara|Talara
TYM|TYM|Станиэл-Кэй|Станиэл-Кэй|Staniel Cay|Staniel Cay
TYN|TYN|Тайвань|Тайвань|Taiyuan|Taiyuan
TYP|TYP|||Tobermorey|Tobermorey
TYR|TYR|||Tyler|Tyler
TYS|TYS|Ноксвилл|Ноксвилл|Knoxville|Knoxville
TYT|TYT|||Treinta-y-Tres|Treinta-y-Tres
TYZ|TYZ|Тейлор|Тейлор|Taylor|Taylor
TZA|TZA|||Belize City|Belize City
TZL|TZL|Тузла|Тузла|Tuzla|Tuzla
TZM|TZM|Тисимин|Тисимин|Tizimin|Tizimin
TZN|TZN|||South Andros|South Andros
TZX|TZX|Трабзон|Трабзон|Trabzon|Trabzon
UAB|UAB|Адана|Адана|Adana|Adana
UAC|UAC|Сан-Луис-Рио-Колорадо|Сан-Луис-Рио-Колорадо|San Luis Rio Colorado|San Luis Rio Colorado
UAE|UAE|Маунт-Эу|Маунт-Эу|Mount Aue|Mount Aue
UAH|UAH|||Ua Huka|Ua Huka
UAI|UAI|Суаи|Суаи|Suai|Suai
UAK|UAK|||Narsarsuaq|Narsarsuaq
UAL|UAL|Луау|Луау|Luau|Luau
UAM|UAM|||Andersen, Mariana Island|Andersen, Mariana Island
UAP|UAP|||Ua Pou|Ua Pou
UAQ|UAQ|Сан Хуан|Сан Хуан|San Juan|San Juan
UAS|UAS|Самбуру|Самбуру|Samburu|Samburu
UAX|UAX|Уахактун|Уахактун|Uaxactun|Uaxactun
UBA|UBA|Юбераба|Юбераба|Uberaba|Uberaba
UBB|UBB|||Mabuiag Island|Mabuiag Island
UBI|UBI|Буин|Буин|Buin|Buin
UBJ|UBJ|Убе|Убе|Ube|Ube
UBP|UBP|Убон-Ратчатхани|Убон-Ратчатхани|Ubon Ratchathni|Ubon Ratchathni
UBR|UBR|||Ubrub|Ubrub
UBS|UBS|||Columbus|Columbus
UBT|UBT|Убатуба|Убатуба|Ubatuba|Ubatuba
UBU|UBU|||Kalumburu|Kalumburu
UCA|UCA|||Utica|Utica
UCC|UCC|||Yucca Flat|Yucca Flat
UCE|UCE|||Eunice|Eunice
UCK|UCK|Луцк|Луцк|Lutsk|Lutsk
UCN|UCN|Бучанан|Бучанан|Buchanan|Buchanan
UCT|UCT|Ухта|Ухта|Ukhta|Ukhta
UCY|UCY|||Union City|Union City
UDA|UDA|Ундарра|Ундарра|Undarra|Undarra
UDD|UDD|Палм Спрингс|Палм Спрингс|Palm Springs|Palm Springs
UDE|UDE|||Uden|Uden
UDI|UDI|||Uberlandia|Uberlandia
UDJ|UDJ|Ужгород|Ужгород|Uzhgorod|Uzhgorod
UDN|UDN|||Udine|Udine
UDO|UDO|Удомхей|Удомхей|Udomxay|Udomxay
UDR|UDR|Удайпур|Удайпур|Udaipur|Udaipur
UEE|UEE|Куинстаун|Куинстаун|Queenstown|Queenstown
UEL|UEL|Келимане|Келимане|Quelimane|Quelimane
UEO|UEO|||Kumejima|Kumejima
UER|UER|||Puertollano|Puertollano
UES|UES|Ваукеша|Ваукеша|Waukesha|Waukesha
UET|UET|Кветта|Кветта|Quetta|Quetta
UFA|UFA|Уфа|Уфа|Ufa|Ufa
UGA|UGA|||Bulgan|Bulgan
UGB|UGB|||Pilot Point|Pilot Point
UGC|UGC|Ургенч|Ургенч|Urgench|Urgench
UGI|UGI|||Uganik|Uganik
UGN|UGN|||Waukegan|Waukegan
UGO|UGO|Уиже|Уиже|Uige|Uige
UGS|UGS|||Ugashik|Ugashik
UGT|UGT|||Umnugobitour|Umnugobitour
UGU|UGU|||Zugapa|Zugapa
UHE|UHE|Угерске-Градиште|Угерске-Градиште|Uherske Hradiste|Uherske Hradiste
UHF|UHF|||Upper Heyford|Upper Heyford
UIB|UIB|Кибдо|Кибдо|Quibdo|Quibdo
UIH|UIH|||Qui Nhon|Qui Nhon
UII|UII|||Utila|Utila
UIK|UIK|Усть-Илимск|Усть-Илимск|Ust-Ilimsk|Ust-Ilimsk
UIL|UIL|||Quillayute|Quillayute
UIN|UIN|Куинси|Куинси|Quincy|Quincy
UIO|UIO|Куито|Куито|Quito|Quito
UIP|UIP|Куимпер|Куимпер|Quimper|Quimper
UIQ|UIQ|Кин-Хилл|Кин-Хилл|Quine Hill|Quine Hill
UIR|UIR|||Quirindi|Quirindi
UIT|UIT|||Jaluit Island|Jaluit Island
UIZ|UIZ|||Utica|Utica
UJE|UJE|Удже-Айленд|Удже-Айленд|Ujae Island|Ujae Island
UKA|UKA|||Ukunda|Ukunda
UKB|UKB|Кобе|Кобе|Kobe|Kobe
UKI|UKI|||Ukiah|Ukiah
UKK|UKK|Усть-Каменогорск|Усть-Каменогорск|Ust-kamenogorsk|Ust-kamenogorsk
UKN|UKN|||Waukon|Waukon
UKR|UKR|Мукейрас|Мукейрас|Mukeiras|Mukeiras
UKS|UKS|Севастополь|Севастополь|Sevastopol|Sevastopol
UKT|UKT|||Quakertown|Quakertown
UKU|UKU|Нуку|Нуку|Nuku|Nuku
UKX|UKX|Усть-Кут|Усть-Кут|Ust-Kut|Ust-Kut
UKY|UKY|Киото|Киото|Kyoto|Kyoto
ULA|ULA|Сан-Хулиан|Сан-Хулиан|San Julian|San Julian
ULB|ULB|Улей|Улей|Ulei|Ulei
ULC|ULC|Сантьяго|Сантьяго|Santiago|Santiago
ULD|ULD|Улунди|Улунди|Ulundi|Ulundi
ULE|ULE|Зуле|Зуле|Sule|Sule
ULG|ULG|||Ulgit|Ulgit
ULI|ULI|||Ulithi|Ulithi
ULL|ULL|Мулл|Мулл|Mull|Mull
ULM|ULM|||New Ulm|New Ulm
ULN|ULN|||Ulaanbaatar|Ulaanbaatar
ULO|ULO|||Ulaangom|Ulaangom
ULP|ULP|||Quilpie|Quilpie
ULQ|ULQ|Тулуа|Тулуа|Tulua|Tulua
ULS|ULS|Мулатос|Мулатос|Mulatos|Mulatos
ULU|ULU|Гулу|Гулу|Gulu|Gulu
ULX|ULX|||Ulusaba|Ulusaba
ULY|ULY|Ульяновск|Ульяновск|Ulyanovsk|Ulyanovsk
ULZ|ULZ|||Uliastai|Uliastai
UMA|UMA|||Punta De Maisi|Punta De Maisi
UMB|UMB|||Umnak Island|Umnak Island
UMC|UMC|Умба|Умба|Umba|Umba
UMD|UMD|Уумманнак|Уумманнак|Uummannaq|Uummannaq
UME|UME|Умео|Умео|Umea|Umea
UMI|UMI|||Quincemil|Quincemil
UMM|UMM|||Summit|Summit
UMR|UMR|||Woomera|Woomera
UMT|UMT|||Umiat|Umiat
UMU|UMU|||Umuarama|Umuarama
UMY|UMY|Сумы|Сумы|Sumy|Sumy
UNA|UNA|||Una|Una
UNC|UNC|Унгиа|Унгиа|Unguia|Unguia
UND|UND|Кундуз|Кундуз|Kunduz|Kunduz
UNE|UNE|||Qachas Nek|Qachas Nek
UNG|UNG|Киунга|Киунга|Kiunga|Kiunga
UNI|UNI|Юнион-Айленд|Юнион-Айленд|Union Island|Union Island
UNK|UNK|||Unalakleet|Unalakleet
UNN|UNN|Ранонг|Ранонг|Ranong|Ranong
UNR|UNR|||Underkhaan|Underkhaan
UNS|UNS|||Umnak Island|Umnak Island
UNT|UNT|||Unst Shetland Is|Unst Shetland Is
UNU|UNU|||Juneau,  WI|Juneau,  WI
UOL|UOL|||Buol|Buol
UON|UON|Муонг-Сей|Муонг-Сей|Muong Sai|Muong Sai
UOS|UOS|||Sewanee|Sewanee
UOX|UOX|||Oxford|Oxford
UPA|UPA|Пунта-Алегре|Пунта-Алегре|Punta Alegre|Punta Alegre
UPB|UPB|Гавана|Гавана|Havana|Havana
UPC|UPC|Пуэрто Ла Крус|Пуэрто Ла Крус|Puerto La Cruz|Puerto La Cruz
UPF|UPF|||Pforheim|Pforheim
UPG|UPG|||Ujung Pandang|Ujung Pandang
UPL|UPL|Упала|Упала|Upala|Upala
UPN|UPN|Уруапан|Уруапан|Uruapan|Uruapan
UPP|UPP|||Upolu Point|Upolu Point
UPR|UPR|Упиара|Упиара|Upiara|Upiara
UPV|UPV|||Upavon|Upavon
UQE|UQE|||Queen|Queen
URA|URA|Уральск|Уральск|Uralsk|Uralsk
URB|URB|||Urubupunga|Urubupunga
URC|URC|Урумги|Урумги|Urumqi|Urumqi
URD|URD|||Burg Feuerstein|Burg Feuerstein
URE|URE|Курессааре|Курессааре|Kuressaare|Kuressaare
URG|URG|||Uruguaiana|Uruguaiana
URI|URI|Урибе|Урибе|Uribe|Uribe
URJ|URJ|Урай|Урай|Uraj|Uraj
URM|URM|Уриман|Уриман|Uriman|Uriman
URN|URN|Ургун|Ургун|Urgoon|Urgoon
URO|URO|Руан|Руан|Rouen|Rouen
URR|URR|Уррао|Уррао|Urrao|Urrao
URS|URS|Курск|Курск|Kursk|Kursk
URT|URT|Сурат-Тхани|Сурат-Тхани|Surat Thani|Surat Thani
URU|URU|||Uroubi|Uroubi
URY|URY|Гураят|Гураят|Gurayat|Gurayat
URZ|URZ|Урузган|Урузган|Uruzgan|Uruzgan
USH|USH|Ушуайа|Ушуайа|Ushuaia|Ushuaia
USI|USI|Мабарума|Мабарума|Mabaruma|Mabaruma
USK|USK|Усинск|Усинск|Usinsk|Usinsk
USL|USL|||Useless Loop|Useless Loop
USM|USM|Кох-Самуи|Кох-Самуи|Koh Samui|Koh Samui
USN|USN|Ульсан|Ульсан|Ulsan|Ulsan
USO|USO|Усино|Усино|Usino|Usino
USQ|USQ|Асак|Асак|Usak|Usak
USS|USS|Санкти-Спиритус|Санкти-Спиритус|Sancti Spiritus|Sancti Spiritus
UST|UST|Сент Огустин|Сент Огустин|St Augustine|St Augustine
USU|USU|Корон|Корон|Busuanga|Busuanga
UTA|UTA|Мутаре|Мутаре|Mutare|Mutare
UTB|UTB|||Muttaburra|Muttaburra
UTC|UTC|Утрехт|Утрехт|Utrecht|Utrecht
UTD|UTD|||Nutwood Downs|Nutwood Downs
UTE|UTE|Баттерворт|Баттерворт|Butterworth|Butterworth
UTG|UTG|||Quthing|Quthing
UTH|UTH|Удон Тхани|Удон Тхани|Udon Thani|Udon Thani
UTI|UTI|||Valkeala|Valkeala
UTK|UTK|||Utirik Island|Utirik Island
UTL|UTL|Торремолинос|Торремолинос|Torremolinos|Torremolinos
UTN|UTN|Упингтон|Упингтон|Upington|Upington
UTO|UTO|||Utopia Creek|Utopia Creek
UTP|UTP|||Utapao|Utapao
UTR|UTR|Уттарадит|Уттарадит|Uttaradit|Uttaradit
UTT|UTT|Умтата|Умтата|Umtata|Umtata
UTU|UTU|||Ustupo|Ustupo
UTW|UTW|Куинстаун|Куинстаун|Queenstown|Queenstown
UUA|UUA|Бугульма|Бугульма|Bugulma|Bugulma
UUD|UUD|Улан-Удэ|Улан-Удэ|Ulan-ude|Ulan-ude
UUK|UUK|||Kuparuk|Kuparuk
UUN|UUN|||Baruun-Urt|Baruun-Urt
UUS|UUS|Южно-Сахалинск|Южно-Сахалинск|Yuzhno-Sakhalinsk|Yuzhno-Sakhalinsk
UUU|UUU|Мануму|Мануму|Manumu|Manumu
UVA|UVA|||Uvalde|Uvalde
UVE|UVE|||Ouvea|Ouvea
UVF|UVF|||St Lucia|St Lucia
UVL|UVL|||Kharga|Kharga
UVO|UVO|Увол|Увол|Uvol|Uvol
UWA|UWA|||Ware|Ware
UYL|UYL|Ньяла|Ньяла|Nyala|Nyala
UYN|UYN|Фулин|Фулин|Yulin|Yulin
UZC|UZC|||Uzice|Uzice
UZH|UZH|Унайза|Унайза|Unayzah|Unayzah
UZU|UZU|Курусу-Куатья|Курусу-Куатья|Curuzu Cuatia|Curuzu Cuatia
VAA|VAA|Васа|Васа|Vaasa|Vaasa
VAB|VAB|Яварате|Яварате|Yavarate|Yavarate
VAC|VAC|Варрельбух|Варрельбух|Varrelbusch|Varrelbusch
VAD|VAD|||Valdosta|Valdosta
VAF|VAF|Валенс|Валенс|Valence|Valence
VAG|VAG|||Varginha|Varginha
VAH|VAH|||Vallegrande|Vallegrande
VAI|VAI|Ванимо|Ванимо|Vanimo|Vanimo
VAK|VAK|||Chevak|Chevak
VAL|VAL|||Valenca|Valenca
VAN|VAN|Ван|Ван|Van|Van
VAO|VAO|Суаванао|Суаванао|Suavanao|Suavanao
VAP|VAP|Вальпараисо|Вальпараисо|Valparaiso|Valparaiso
VAR|VAR|Варна|Варна|Varna|Varna
VAS|VAS|Сивас|Сивас|Sivas|Sivas
VAT|VAT|Ватомандри|Ватомандри|Vatomandry|Vatomandry
VAU|VAU|Ватукула|Ватукула|Vatukoula|Vatukoula
VAW|VAW|||Vardoe|Vardoe
VBG|VBG|||Lompoc|Lompoc
VBS|VBS|Бресия|Бресия|Brescia|Brescia
VBV|VBV|Вануабалаву|Вануабалаву|Vanuabalavu|Vanuabalavu
VBY|VBY|Висби|Висби|Visby|Visby
VCA|VCA|Кан-Тхо|Кан-Тхо|Can Tho|Can Tho
VCB|VCB|||View Cove|View Cove
VCC|VCC|||Limbe|Limbe
VCD|VCD|||Victoria River Downs|Victoria River Downs
VCE|VCE|Венеция|Венеция|Venice|Venice
VCF|VCF|Вальчета|Вальчета|Valcheta|Valcheta
VCH|VCH|Вичадеро|Вичадеро|Vichadero|Vichadero
VCL|VCL|Тамки|Тамки|Tamky|Tamky
VCP|VCP|||Campinas, Sao Paulo|Campinas, Sao Paulo
VCR|VCR|Карора|Карора|Carora|Carora
VCS|VCS|||Con Dao|Con Dao
VCT|VCT|Лимбе|Лимбе|Victoria|Victoria
VCV|VCV|||Victorville, CA|Victorville, CA
VDA|VDA|Эйлат|Эйлат|Eilat|Eilat
VDB|VDB|Фагернес|Фагернес|Fagernes|Fagernes
VDC|VDC|||Vitoria Da Conquista|Vitoria Da Conquista
VDD|VDD|Вена|Вена|Vienna|Vienna
VDE|VDE|Валверде|Валверде|Valverde|Valverde
VDI|VDI|||Vidalia|Vidalia
VDM|VDM|||Viedma|Viedma
VDP|VDP|||Valle De Pascua|Valle De Pascua
VDR|VDR|Вилья-Долорес|Вилья-Долорес|Villa Dolores|Villa Dolores
VDS|VDS|Вадсо|Вадсо|Vadso|Vadso
VDZ|VDZ|||Valdez|Valdez
VEE|VEE|||Venetie|Venetie
VEG|VEG|Маиквак|Маиквак|Maikwak|Maikwak
VEJ|VEJ|Вежле|Вежле|Vejle|Vejle
VEL|VEL|||Vernal, UT|Vernal, UT
VER|VER|Веракруз|Веракруз|Veracruz|Veracruz
VEV|VEV|Баракома|Баракома|Barakoma|Barakoma
VEX|VEX|||Tioga|Tioga
VEY|VEY|Вестменнейяр|Вестменнейяр|Vestmannaeyjar|Vestmannaeyjar
VFA|VFA|Водопады Виктории|Водопады Виктории|Victoria Falls|Victoria Falls
VGA|VGA|Виджаявада|Виджаявада|Vijayawada|Vijayawada
VGD|VGD|Вологда|Вологда|Vologda|Vologda
VGG|VGG|Вангренг|Вангренг|Vangrieng|Vangrieng
VGO|VGO|Виго|Виго|Vigo|Vigo
VGS|VGS|||General Villegas|General Villegas
VGT|VGT|Лас Вегас|Лас Вегас|Las Vegas|Las Vegas
VGZ|VGZ|Виллагарсон|Виллагарсон|Villagarzon|Villagarzon
VHC|VHC|Сауримо|Сауримо|Saurimo|Saurimo
VHM|VHM|Вилхелмина|Вилхелмина|Vilhelmina|Vilhelmina
VHN|VHN|||Van Horn|Van Horn
VHY|VHY|Вичи|Вичи|Vichy|Vichy
VHZ|VHZ|Вахитахи|Вахитахи|Vahitahi|Vahitahi
VIA|VIA|||Videira|Videira
VIB|VIB|Вилья-Конститусьон|Вилья-Конститусьон|Villa Constitucion|Villa Constitucion
VIC|VIC|Виченца|Виченца|Vicenza|Vicenza
VID|VID|Видин|Видин|Vidin|Vidin
VIE|VIE|Вена|Вена|Vienna|Vienna
VIF|VIF|Виесте|Виесте|Vieste|Vieste
VIG|VIG|Эль-Вигиа|Эль-Вигиа|El Vigia|El Vigia
VIH|VIH|Вичи|Вичи|Vichy|Vichy
VII|VII|||Vinh City|Vinh City
VIJ|VIJ|||Spanish Town/Virgin Gorda|Spanish Town/Virgin Gorda
VIK|VIK|||Kavik|Kavik
VIL|VIL|||Dakhla|Dakhla
VIN|VIN|Винница|Винница|Vinnica|Vinnica
VIQ|VIQ|Викеке|Викеке|Viqueque|Viqueque
VIR|VIR|Дурбан|Дурбан|Durban|Durban
VIS|VIS|||Visalia|Visalia
VIT|VIT|||Vitoria.|Vitoria.
VIU|VIU|Виру|Виру|Viru|Viru
VIV|VIV|Вивигани|Вивигани|Vivigani|Vivigani
VIX|VIX|Витория|Витория|Vitoria|Vitoria
VIY|VIY|Париж|Париж|Paris|Paris
VJB|VJB|||Xai Xai|Xai Xai
VJI|VJI|Абингдон|Абингдон|Abingdon|Abingdon
VJQ|VJQ|||Gurue|Gurue
VKG|VKG|Рач-Дже|Рач-Дже|Rach Gia|Rach Gia
VKO|VKO|Москва|Москва|Moscow|Moscow
VKS|VKS|Виксбург|Виксбург|Vicksburg|Vicksburg
VKT|VKT|Воркута|Воркута|Vorkuta|Vorkuta
VKW|VKW|||West Kavik|West Kavik
VLA|VLA|||Vandalia|Vandalia
VLC|VLC|Валенсия|Валенсия|Valencia|Valencia
VLD|VLD|||Valdosta|Valdosta
VLE|VLE|||Valle|Valle
VLG|VLG|Вилья-Хесель|Вилья-Хесель|Villa Gesell|Villa Gesell
VLI|VLI|Порт Вила|Порт Вила|Port Vila|Port Vila
VLK|VLK|Волгодонск|Волгодонск|Volgodonsk|Volgodonsk
VLL|VLL|Вальядолид|Вальядолид|Valladolid|Valladolid
VLM|VLM|||Villamontes|Villamontes
VLN|VLN|Валенсия|Валенсия|Valencia|Valencia
VLO|VLO|Валледжо, шт. Калифорния|Валледжо, шт. Калифорния|Vallejo|Vallejo
VLP|VLP|Вила-Рика|Вила-Рика|Vila Rica|Vila Rica
VLR|VLR|Вайенар|Вайенар|Vallenar|Vallenar
VLS|VLS|Вейлсдир|Вейлсдир|Valesdir|Valesdir
VLU|VLU|Великие Луки|Великие Луки|Velikiye Luki|Velikiye Luki
VLV|VLV|Валера|Валера|Valera|Valera
VME|VME|Вилья-Мерседес|Вилья-Мерседес|Villa Mercedes|Villa Mercedes
VMI|VMI|||Vallemi|Vallemi
VMU|VMU|Беймуру|Беймуру|Baimuru|Baimuru
VNA|VNA|Сараване|Сараване|Saravane|Saravane
VNC|VNC|||Venice, FL|Venice, FL
VND|VND|||Vangaindrano|Vangaindrano
VNE|VNE|Ваннес|Ваннес|Vannes|Vannes
VNG|VNG|||Viengxay|Viengxay
VNO|VNO|Вильнюс|Вильнюс|Vilnius|Vilnius
VNR|VNR|||Vanrook|Vanrook
VNS|VNS|Варанаси|Варанаси|Varanasi|Varanasi
VNT|VNT|Вентспилс|Вентспилс|Ventspils|Ventspils
VNX|VNX|Виланкулос|Виланкулос|Vilanculos|Vilanculos
VNY|VNY|Лос Анджелес|Лос Анджелес|Los Angeles|Los Angeles
VOG|VOG|Волгоград|Волгоград|Volgograd|Volgograd
VOH|VOH|Вохемар|Вохемар|Vohemar|Vohemar
VOI|VOI|Войнджама|Войнджама|Voinjama|Voinjama
VOK|VOK|||Camp Douglas|Camp Douglas
VOL|VOL|Волос|Волос|Volos|Volos
VOT|VOT|||Votuporanga|Votuporanga
VOZ|VOZ|Воронеж|Воронеж|Voronezh|Voronezh
VPE|VPE|||Ongiva|Ongiva
VPN|VPN|Вопнафьордур|Вопнафьордур|Vopnafjordur|Vopnafjordur
VPS|VPS|||Valparaiso, FL|Valparaiso, FL
VPY|VPY|||Chimoio|Chimoio
VPZ|VPZ|Вальпараисо|Вальпараисо|Valparaiso|Valparaiso
VQQ|VQQ|||Jacksonville|Jacksonville
VQS|VQS|||Vieques|Vieques
VRA|VRA|Варадеро|Варадеро|Varadero|Varadero
VRB|VRB|Веро Бич|Веро Бич|Vero Beach|Vero Beach
VRC|VRC|Вирак|Вирак|Virac|Virac
VRE|VRE|Вредендаль|Вредендаль|Vredendal|Vredendal
VRK|VRK|||Joroinen|Joroinen
VRL|VRL|Вила-Реал|Вила-Реал|Vila Real|Vila Real
VRN|VRN|Верона|Верона|Verona|Verona
VRO|VRO|Матансас|Матансас|Matanzas|Matanzas
VRS|VRS|Версаль|Версаль|Versailles|Versailles
VRU|VRU|Врибург|Врибург|Vryburg|Vryburg
VRY|VRY|Верой|Верой|Vaeroy|Vaeroy
VSA|VSA|Вийяхермоса|Вийяхермоса|Villahermosa|Villahermosa
VSE|VSE|Визеу|Визеу|Viseu|Viseu
VSF|VSF|||Springfield|Springfield
VSG|VSG|Луганск|Луганск|Lugansk|Lugansk
VSO|VSO|Пхуоклонг|Пхуоклонг|Phuoclong|Phuoclong
VST|VST|Стокгольм|Стокгольм|Stockholm|Stockholm
VTA|VTA|Лимбе|Лимбе|Victoria|Victoria
VTB|VTB|Витебск|Витебск|Vitebsk|Vitebsk
VTE|VTE|Виентиане|Виентиане|Vientiane|Vientiane
VTF|VTF|Ватулеле|Ватулеле|Vatulele|Vatulele
VTG|VTG|||Vung Tau|Vung Tau
VTL|VTL|Виттель|Виттель|Vittel|Vittel
VTN|VTN|||Valentine|Valentine
VTU|VTU|Лас-Тунас|Лас-Тунас|Las Tunas|Las Tunas
VTZ|VTZ|Вишакхапатнам|Вишакхапатнам|Vishakhapatnam|Vishakhapatnam
VUP|VUP|Валледупар|Валледупар|Valledupar|Valledupar
VUS|VUS|Великий Устюг|Великий Устюг|Velikij Ustyug|Velikij Ustyug
VUU|VUU|||Mvuu Camp|Mvuu Camp
VVB|VVB|Маханору|Маханору|Mahanoro|Mahanoro
VVC|VVC|||Villavicencio|Villavicencio
VVI|VVI|Санта-Круз-Айленд|Санта-Круз-Айленд|Santa Cruz|Santa Cruz
VVK|VVK|Вастервик|Вастервик|Vastervik|Vastervik
VVO|VVO|Владивосток|Владивосток|Vladivostok|Vladivostok
VVZ|VVZ|Иллизи|Иллизи|Illizi|Illizi
VXC|VXC|||Lichinga|Lichinga
VXE|VXE|||Sao Vicente|Sao Vicente
VXO|VXO|||Vдxjц|Vдxjц
VYD|VYD|Врихейд|Врихейд|Vryheid|Vryheid
VYS|VYS|Перу|Перу|Peru|Peru
WAA|WAA|Уэльс|Уэльс|Wales|Wales
WAB|WAB|Вабаг|Вабаг|Wabag|Wabag
WAC|WAC|Вака|Вака|Waca|Waca
WAD|WAD|Андриамена|Андриамена|Andriamena|Andriamena
WAE|WAE|Вади-ад-Давасир|Вади-ад-Давасир|Wadi Ad Dawasir|Wadi Ad Dawasir
WAF|WAF|Вана|Вана|Wana|Wana
WAG|WAG|Вангануи|Вангануи|Wanganui|Wanganui
WAH|WAH|||Wahpeton|Wahpeton
WAI|WAI|Антсохиху|Антсохиху|Antsohihy|Antsohihy
WAJ|WAJ|Вавой-Фоллз|Вавой-Фоллз|Wawoi Falls|Wawoi Falls
WAK|WAK|Анказоабо|Анказоабо|Ankazoabo|Ankazoabo
WAL|WAL|||Chincoteague|Chincoteague
WAM|WAM|Амбатондразака|Амбатондразака|Ambatondrazaka|Ambatondrazaka
WAN|WAN|Вейверни|Вейверни|Waverney|Waverney
WAO|WAO|Вабо|Вабо|Wabo|Wabo
WAP|WAP|Альто-Палена|Альто-Палена|Alto Palena|Alto Palena
WAQ|WAQ|Антсалова|Антсалова|Antsalova|Antsalova
WAR|WAR|Варис|Варис|Waris|Waris
WAT|WAT|Вотерфорд|Вотерфорд|Waterford|Waterford
WAU|WAU|||Wauchope|Wauchope
WAV|WAV|||Wave Hill|Wave Hill
WAW|WAW|Варшава|Варшава|Warsaw|Warsaw
WAX|WAX|||Zwara|Zwara
WAY|WAY|||Waynesburg|Waynesburg
WAZ|WAZ|||Warwick|Warwick
WBA|WBA|||Wahai|Wahai
WBB|WBB|||Stebbins|Stebbins
WBC|WBC|||Wapolu|Wapolu
WBD|WBD|Бефандриана|Бефандриана|Befandriana|Befandriana
WBE|WBE|Беаланана|Беаланана|Bealanana|Bealanana
WBG|WBG|||Schleswig-jagel|Schleswig-jagel
WBI|WBI|||Boulder|Boulder
WBM|WBM|Вапенаманда|Вапенаманда|Wapenamanda|Wapenamanda
WBN|WBN|||Woburn|Woburn
WBO|WBO|Беророха|Беророха|Beroroha|Beroroha
WBQ|WBQ|||Beaver|Beaver
WBR|WBR|||Big Rapids|Big Rapids
WBU|WBU|||Boulder|Boulder
WBW|WBW|||Wilkes-Barre, PA|Wilkes-Barre, PA
WCA|WCA|Кастро|Кастро|Castro|Castro
WCH|WCH|Чайтен|Чайтен|Chaiten|Chaiten
WCR|WCR|||Chandalar|Chandalar
WDA|WDA|Вади-Эйн|Вади-Эйн|Wadi Ain|Wadi Ain
WDB|WDB|||Deep Bay|Deep Bay
WDG|WDG|||Enid|Enid
WDI|WDI|Вондай|Вондай|Wondai|Wondai
WDN|WDN|||Waldron Island|Waldron Island
WDR|WDR|||Winder|Winder
WDY|WDY|||Kodiak|Kodiak
WEA|WEA|||Weatherford|Weatherford
WED|WED|Ведау|Ведау|Wedau|Wedau
WEF|WEF|Вэйфан|Вэйфан|Weifang|Weifang
WEH|WEH|Вейхай|Вейхай|Weihai|Weihai
WEI|WEI|||Weipa|Weipa
WEL|WEL|Велком|Велком|Welkom|Welkom
WEM|WEM|||West Malling|West Malling
WEP|WEP|Вим|Вим|Weam|Weam
WES|WES|Висуа|Висуа|Weasua|Weasua
WET|WET|Вагете|Вагете|Wagethe|Wagethe
WEW|WEW|||Wee Waa|Wee Waa
